person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,emp_length_missing,int_rate_missing
26.0,45000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,1500,7.05,0,0.03,N,2.0,0,0
23.0,45000,MORTGAGE,4.0,EDUCATION,B,9925,11.48,0,0.22,N,2.0,0,0
24.0,65000,RENT,1.0,HOMEIMPROVEMENT,B,5000,10.25,0,0.08,N,2.0,0,0
23.0,65000,RENT,3.0,EDUCATION,C,5000,13.47,0,0.08,Y,2.0,0,0
22.0,59004,RENT,3.0,EDUCATION,B,5000,11.11,1,0.08,N,3.0,0,0
23.0,45000,OWN,0.0,VENTURE,C,8000,12.84,0,0.18,Y,2.0,0,0
25.0,45000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,2700,10.99,0,0.06,Y,4.0,0,1
23.0,39000,MORTGAGE,0.0,MEDICAL,D,8000,14.11,1,0.21,N,3.0,0,0
23.0,45000,MORTGAGE,1.0,MEDICAL,B,10000,12.21,0,0.22,N,2.0,0,0
23.0,45000,OWN,3.0,MEDICAL,A,7000,9.63,0,0.16,N,3.0,0,0
22.0,45000,MORTGAGE,6.0,EDUCATION,A,5000,8.0,0,0.11,N,3.0,0,0
23.0,66000,RENT,7.0,VENTURE,B,5000,10.39,0,0.08,N,3.0,0,0
26.0,45000,MORTGAGE,2.0,VENTURE,B,12000,10.99,0,0.27,N,3.0,0,1
24.0,45000,MORTGAGE,2.0,EDUCATION,B,9200,11.89,0,0.2,N,3.0,0,0
26.0,45000,MORTGAGE,10.0,MEDICAL,B,4325,10.99,0,0.1,N,4.0,0,1
24.0,39000,MORTGAGE,1.0,EDUCATION,D,12000,14.11,1,0.31,N,2.0,0,0
24.0,67200,RENT,4.0,EDUCATION,B,5000,10.99,0,0.07,N,4.0,0,1
22.0,67500,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.74,0,0.07,N,4.0,0,0
26.0,67500,RENT,1.0,MEDICAL,B,5000,12.18,0,0.07,N,3.0,0,0
25.0,45000,MORTGAGE,0.0,VENTURE,B,17000,11.89,0,0.38,N,2.0,0,0
23.0,67596,RENT,2.0,PERSONAL,B,5000,11.86,0,0.07,N,4.0,0,0
24.0,45000,MORTGAGE,0.0,VENTURE,A,3600,10.99,0,0.08,N,2.0,0,1
23.0,45000,MORTGAGE,3.0,EDUCATION,C,16750,12.53,0,0.37,Y,3.0,0,0
26.0,45000,MORTGAGE,0.0,MEDICAL,C,7750,12.53,0,0.17,Y,4.0,0,0
22.0,68000,RENT,7.0,PERSONAL,B,5000,9.99,0,0.07,N,3.0,0,0
24.0,68648,RENT,1.0,VENTURE,B,5000,10.99,0,0.07,N,2.0,0,0
23.0,63900,RENT,7.0,DEBTCONSOLIDATION,D,5000,15.99,1,0.08,N,2.0,0,0
24.0,69996,RENT,7.0,DEBTCONSOLIDATION,B,5000,10.38,0,0.07,N,4.0,0,0
25.0,70000,RENT,0.0,EDUCATION,B,5000,11.71,0,0.07,N,3.0,0,0
26.0,70000,RENT,3.0,PERSONAL,D,5000,10.99,0,0.07,Y,3.0,0,1
23.0,54400,RENT,2.0,MEDICAL,D,5000,16.49,1,0.08,N,4.0,0,0
23.0,45000,OWN,4.0,PERSONAL,D,6400,10.99,0,0.14,Y,3.0,0,1
26.0,70000,RENT,3.0,EDUCATION,E,5000,17.39,0,0.07,N,2.0,0,0
22.0,70500,RENT,1.0,VENTURE,B,5000,11.14,0,0.07,N,4.0,0,0
22.0,71000,RENT,5.0,MEDICAL,B,5000,10.99,0,0.07,N,3.0,0,1
23.0,55488,RENT,4.0,MEDICAL,D,5000,15.21,1,0.08,N,2.0,0,0
22.0,71400,RENT,3.0,VENTURE,C,5000,12.99,0,0.07,Y,4.0,0,0
22.0,39000,MORTGAGE,1.0,VENTURE,F,5000,18.21,1,0.13,Y,4.0,0,0
26.0,72000,RENT,0.0,VENTURE,A,5000,7.49,0,0.07,N,4.0,0,0
22.0,45000,MORTGAGE,1.0,EDUCATION,A,7375,9.32,0,0.16,N,4.0,0,0
22.0,72000,RENT,1.0,MEDICAL,B,5000,11.49,0,0.07,N,3.0,0,0
26.0,39000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,5000,13.67,1,0.13,N,3.0,0,0
22.0,72000,RENT,6.0,PERSONAL,D,5000,10.99,0,0.07,N,3.0,0,1
24.0,72000,RENT,6.0,MEDICAL,A,5000,10.99,0,0.07,N,3.0,0,1
23.0,45000,MORTGAGE,1.0,EDUCATION,B,8000,10.51,0,0.18,N,4.0,0,0
25.0,56950,RENT,9.0,MEDICAL,C,5000,13.92,1,0.07,N,4.0,0,0
24.0,73000,RENT,1.0,DEBTCONSOLIDATION,B,5000,9.01,0,0.07,N,2.0,0,0
24.0,73500,RENT,3.0,HOMEIMPROVEMENT,C,5000,12.99,0,0.07,N,4.0,0,0
24.0,74000,RENT,2.0,MEDICAL,A,5000,10.99,0,0.07,N,4.0,0,1
26.0,74500,RENT,8.0,VENTURE,B,5000,11.36,0,0.07,N,2.0,0,0
23.0,75000,RENT,4.0,VENTURE,B,5000,10.99,0,0.07,N,3.0,0,1
24.0,45000,OTHER,8.0,MEDICAL,A,7500,8.32,0,0.17,N,3.0,0,0
25.0,45000,MORTGAGE,7.0,EDUCATION,A,7500,8.0,0,0.17,N,3.0,0,0
23.0,69000,RENT,4.0,PERSONAL,A,5000,7.49,1,0.07,N,2.0,0,0
23.0,75000,RENT,7.0,EDUCATION,A,5000,7.49,0,0.07,N,3.0,0,0
22.0,75000,RENT,5.0,VENTURE,B,5000,11.49,0,0.07,N,3.0,0,0
22.0,75000,RENT,2.0,VENTURE,B,5000,10.99,0,0.07,N,2.0,0,0
26.0,45000,OWN,2.0,MEDICAL,C,7000,10.99,0,0.16,N,3.0,0,1
22.0,39000,OWN,0.0,EDUCATION,F,23125,16.08,1,0.44000000000000006,N,3.0,0,0
23.0,45000,OWN,0.0,VENTURE,B,21000,9.76,0,0.44000000000000006,N,3.0,0,0
22.0,75000,RENT,2.0,DEBTCONSOLIDATION,A,5000,5.79,0,0.07,N,2.0,0,0
25.0,45000,OWN,1.0,HOMEIMPROVEMENT,C,9000,11.03,0,0.2,N,2.0,0,0
25.0,45000,MORTGAGE,0.0,VENTURE,B,7500,10.39,0,0.17,N,3.0,0,0
24.0,75000,RENT,8.0,PERSONAL,C,5000,11.78,0,0.07,Y,2.0,0,0
25.0,45000,OWN,0.0,EDUCATION,C,6500,10.28,0,0.14,Y,2.0,0,0
25.0,76000,RENT,1.0,DEBTCONSOLIDATION,A,5000,7.9,0,0.07,N,3.0,0,0
25.0,76000,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.9,0,0.07,N,2.0,0,0
25.0,76344,RENT,2.0,HOMEIMPROVEMENT,A,5000,9.63,0,0.07,N,2.0,0,0
25.0,45149,MORTGAGE,-1.0,EDUCATION,A,9000,5.79,0,0.2,N,4.0,1,0
25.0,76500,RENT,4.0,DEBTCONSOLIDATION,C,5000,12.53,0,0.07,N,3.0,0,0
25.0,78000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.66,0,0.06,N,3.0,0,0
21.0,45192,MORTGAGE,0.0,PERSONAL,B,11700,10.74,0,0.26,N,2.0,0,0
24.0,78300,RENT,0.0,HOMEIMPROVEMENT,A,5000,7.74,0,0.06,N,3.0,0,0
26.0,39200,MORTGAGE,2.0,MEDICAL,D,4000,15.05,1,0.1,N,3.0,0,0
23.0,80000,RENT,5.0,VENTURE,B,5000,12.42,0,0.06,N,4.0,0,0
23.0,45204,MORTGAGE,0.0,EDUCATION,B,4750,12.21,0,0.11,N,4.0,0,0
24.0,74000,RENT,6.0,EDUCATION,C,5000,15.27,1,0.07,N,4.0,0,0
22.0,74000,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.49,1,0.07,Y,4.0,0,0
23.0,45288,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20500,9.25,0,0.44000000000000006,N,2.0,0,0
23.0,39292,MORTGAGE,3.0,PERSONAL,A,3250,10.99,1,0.08,N,4.0,0,1
23.0,80000,RENT,6.0,PERSONAL,A,5000,5.42,0,0.06,N,2.0,0,0
23.0,45300,MORTGAGE,3.0,EDUCATION,D,5550,15.37,0,0.12,Y,3.0,0,0
23.0,62900,RENT,7.0,MEDICAL,D,5000,14.84,1,0.07,N,4.0,0,0
23.0,39325,MORTGAGE,3.0,EDUCATION,C,2800,12.87,1,0.07,N,4.0,0,0
24.0,45336,MORTGAGE,8.0,MEDICAL,A,10000,5.99,0,0.22,N,2.0,0,0
24.0,81000,RENT,6.0,MEDICAL,A,5000,5.42,0,0.06,N,3.0,0,0
23.0,45378,MORTGAGE,7.0,PERSONAL,A,6000,5.79,0,0.13,N,2.0,0,0
21.0,45432,MORTGAGE,4.0,EDUCATION,B,5000,9.88,0,0.11,N,4.0,0,0
24.0,83100,RENT,5.0,HOMEIMPROVEMENT,E,5000,16.35,0,0.06,N,3.0,0,0
22.0,84996,RENT,6.0,VENTURE,C,5000,12.23,0,0.06,Y,3.0,0,0
26.0,73000,RENT,0.0,EDUCATION,D,5000,15.31,1,0.07,Y,2.0,0,0
23.0,45500,OWN,5.0,EDUCATION,C,14000,14.72,0,0.31,Y,2.0,0,0
26.0,39500,MORTGAGE,6.0,MEDICAL,D,15250,15.05,1,0.39,N,4.0,0,0
23.0,85000,RENT,2.0,EDUCATION,B,5000,11.58,0,0.06,N,4.0,0,0
21.0,45600,MORTGAGE,5.0,MEDICAL,A,6000,6.03,0,0.13,N,4.0,0,0
23.0,45600,OWN,7.0,EDUCATION,A,14000,7.9,0,0.31,N,3.0,0,0
23.0,85272,RENT,7.0,VENTURE,B,5000,11.11,0,0.06,N,4.0,0,0
23.0,45600,MORTGAGE,3.0,VENTURE,C,12000,14.65,0,0.26,Y,2.0,0,0
26.0,45600,MORTGAGE,9.0,EDUCATION,C,10000,15.27,0,0.22,Y,3.0,0,0
23.0,88000,RENT,1.0,VENTURE,B,5000,10.99,0,0.06,N,4.0,0,0
23.0,45600,MORTGAGE,-1.0,MEDICAL,B,3000,11.49,0,0.07,N,4.0,1,0
23.0,45600,MORTGAGE,7.0,VENTURE,C,10000,16.11,0,0.22,Y,4.0,0,0
25.0,45600,MORTGAGE,7.0,MEDICAL,C,13000,12.99,0,0.29,N,4.0,0,0
25.0,76000,RENT,2.0,DEBTCONSOLIDATION,E,5000,17.19,1,0.07,Y,3.0,0,0
26.0,90000,RENT,4.0,PERSONAL,D,5000,16.77,0,0.06,Y,3.0,0,0
23.0,78000,RENT,0.0,HOMEIMPROVEMENT,A,5000,6.62,1,0.06,N,4.0,0,0
23.0,90000,RENT,7.0,MEDICAL,C,5000,15.96,0,0.06,Y,3.0,0,0
24.0,90000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.59,0,0.06,N,2.0,0,0
24.0,90000,RENT,5.0,VENTURE,B,5000,9.99,0,0.06,N,3.0,0,0
24.0,45600,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7200,6.91,0,0.16,N,4.0,0,0
25.0,45600,MORTGAGE,6.0,HOMEIMPROVEMENT,A,15000,5.79,0,0.33,N,2.0,0,0
21.0,39600,MORTGAGE,5.0,MEDICAL,A,6400,6.91,1,0.16,N,2.0,0,0
22.0,90000,RENT,4.0,EDUCATION,D,5000,14.96,0,0.06,Y,4.0,0,0
22.0,45600,MORTGAGE,5.0,VENTURE,B,2000,10.36,0,0.04,N,2.0,0,0
23.0,45600,OWN,7.0,MEDICAL,B,1000,9.62,0,0.02,N,4.0,0,0
25.0,80000,RENT,8.0,DEBTCONSOLIDATION,D,5000,14.96,1,0.06,Y,4.0,0,0
20.0,94000,RENT,4.0,EDUCATION,D,5000,16.02,0,0.05,N,3.0,0,0
22.0,45600,MORTGAGE,5.0,VENTURE,B,9500,10.38,0,0.21,N,2.0,0,0
23.0,95004,RENT,2.0,EDUCATION,A,5000,9.63,0,0.05,N,4.0,0,0
22.0,45600,OWN,6.0,MEDICAL,C,1800,13.48,0,0.04,N,4.0,0,0
26.0,97500,RENT,10.0,VENTURE,E,5000,18.39,0,0.05,N,4.0,0,0
22.0,45600,MORTGAGE,3.0,VENTURE,A,1600,7.88,0,0.04,N,2.0,0,0
23.0,86004,RENT,0.0,PERSONAL,D,5000,14.84,1,0.06,N,2.0,0,0
22.0,39600,MORTGAGE,6.0,DEBTCONSOLIDATION,C,4650,10.28,1,0.12,N,4.0,0,0
26.0,45608,OWN,8.0,HOMEIMPROVEMENT,A,11000,6.62,0,0.24,N,2.0,0,0
22.0,45673,MORTGAGE,6.0,EDUCATION,A,7000,7.88,0,0.15,N,4.0,0,0
22.0,45691,MORTGAGE,5.0,VENTURE,A,7000,7.14,0,0.15,N,2.0,0,0
22.0,39696,MORTGAGE,-1.0,EDUCATION,B,14125,12.42,1,0.36,N,4.0,1,0
23.0,100000,RENT,5.0,EDUCATION,A,5000,6.03,0,0.05,N,2.0,0,0
23.0,100000,RENT,5.0,PERSONAL,A,5000,8.49,0,0.05,N,3.0,0,0
24.0,100000,RENT,1.0,DEBTCONSOLIDATION,A,5000,10.99,0,0.05,N,3.0,0,1
23.0,45843,OWN,2.0,VENTURE,B,11000,11.71,0,0.24,N,3.0,0,0
22.0,39868,MORTGAGE,2.0,DEBTCONSOLIDATION,D,2400,16.02,1,0.06,Y,4.0,0,0
22.0,102240,RENT,6.0,PERSONAL,E,5000,19.03,0,0.05,N,3.0,0,0
25.0,39896,MORTGAGE,0.0,MEDICAL,A,9250,9.63,1,0.23,N,3.0,0,0
22.0,45900,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6400,8.59,0,0.14,N,3.0,0,0
26.0,103992,RENT,10.0,VENTURE,A,5000,7.88,0,0.05,N,3.0,0,0
26.0,45900,MORTGAGE,10.0,PERSONAL,C,11500,13.79,0,0.25,N,4.0,0,0
23.0,106000,RENT,7.0,EDUCATION,A,5000,7.88,0,0.05,N,2.0,0,0
22.0,45975,MORTGAGE,6.0,MEDICAL,B,10375,10.99,0,0.23,N,4.0,0,1
25.0,106000,RENT,4.0,PERSONAL,B,5000,10.99,0,0.05,N,4.0,0,1
23.0,45992,MORTGAGE,7.0,VENTURE,A,10000,5.42,0,0.22,N,3.0,0,0
25.0,39996,MORTGAGE,9.0,DEBTCONSOLIDATION,D,1500,10.99,1,0.04,Y,3.0,0,1
24.0,80155,RENT,8.0,MEDICAL,F,5000,10.99,1,0.05,N,3.0,0,1
24.0,108000,RENT,8.0,EDUCATION,B,5000,12.69,0,0.05,N,4.0,0,0
25.0,45996,OWN,0.0,HOMEIMPROVEMENT,A,3850,10.99,0,0.08,N,2.0,0,1
21.0,45996,OWN,5.0,VENTURE,A,10000,5.79,0,0.22,N,3.0,0,0
23.0,108000,RENT,7.0,EDUCATION,A,5000,7.66,0,0.05,N,4.0,0,0
26.0,45996,OWN,5.0,HOMEIMPROVEMENT,A,9225,10.99,0,0.2,N,2.0,0,1
24.0,45996,MORTGAGE,6.0,EDUCATION,C,8500,10.99,0,0.18,N,3.0,0,1
25.0,110000,RENT,2.0,VENTURE,B,5000,9.99,0,0.05,N,4.0,0,0
22.0,111460,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.71,0,0.04,N,4.0,0,0
25.0,112000,RENT,7.0,DEBTCONSOLIDATION,B,5000,10.25,0,0.04,N,3.0,0,0
25.0,45996,OWN,9.0,PERSONAL,B,23125,12.18,0,0.44000000000000006,N,3.0,0,0
24.0,115000,RENT,1.0,HOMEIMPROVEMENT,A,5000,8.9,0,0.04,N,3.0,0,0
24.0,88400,RENT,8.0,MEDICAL,D,5000,10.99,1,0.05,N,4.0,0,1
24.0,116300,RENT,6.0,HOMEIMPROVEMENT,D,5000,14.96,0,0.04,Y,4.0,0,0
23.0,120000,RENT,2.0,EDUCATION,A,5000,10.99,0,0.04,N,4.0,0,1
23.0,45996,OWN,7.0,EDUCATION,C,10000,13.16,0,0.22,N,3.0,0,0
26.0,120000,RENT,3.0,HOMEIMPROVEMENT,A,5000,7.68,0,0.04,N,2.0,0,0
25.0,120000,RENT,6.0,PERSONAL,C,5000,13.79,0,0.04,N,3.0,0,0
22.0,114000,RENT,2.0,VENTURE,D,5000,15.31,1,0.04,N,3.0,0,0
26.0,135000,RENT,10.0,MEDICAL,B,5000,11.36,0,0.04,N,4.0,0,0
24.0,137481,RENT,8.0,VENTURE,B,5000,10.99,0,0.04,N,3.0,0,0
24.0,46000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10075,12.42,0,0.22,N,2.0,0,0
23.0,46000,MORTGAGE,7.0,PERSONAL,A,5000,6.62,0,0.11,N,3.0,0,0
23.0,140232,RENT,3.0,VENTURE,B,5000,10.65,0,0.03,N,2.0,0,0
24.0,140232,RENT,8.0,VENTURE,B,5000,10.99,0,0.03,N,4.0,0,1
23.0,138000,RENT,1.0,DEBTCONSOLIDATION,D,5000,14.91,1,0.04,N,4.0,0,0
24.0,117300,RENT,4.0,MEDICAL,C,5000,13.23,1,0.04,Y,3.0,0,0
25.0,140232,RENT,4.0,PERSONAL,D,5000,14.11,0,0.03,Y,4.0,0,0
26.0,46000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,11000,12.69,0,0.24,N,2.0,0,0
25.0,21600,RENT,0.0,MEDICAL,B,5200,11.86,1,0.24,N,3.0,0,0
22.0,24000,RENT,0.0,DEBTCONSOLIDATION,C,5200,13.49,0,0.22,Y,2.0,0,0
25.0,25000,RENT,1.0,EDUCATION,C,5200,12.53,0,0.21,Y,3.0,0,0
25.0,46000,MORTGAGE,4.0,EDUCATION,C,2125,12.99,0,0.05,Y,2.0,0,0
23.0,46000,MORTGAGE,1.0,VENTURE,A,3000,5.42,0,0.07,N,3.0,0,0
21.0,26000,RENT,5.0,MEDICAL,B,5200,12.53,0,0.2,N,2.0,0,0
23.0,30000,RENT,1.0,MEDICAL,C,5200,15.96,0,0.17,Y,3.0,0,0
23.0,46000,MORTGAGE,6.0,PERSONAL,A,15000,6.99,0,0.33,N,3.0,0,0
25.0,30000,RENT,2.0,DEBTCONSOLIDATION,E,5200,17.19,1,0.17,N,4.0,0,0
25.0,32160,RENT,9.0,DEBTCONSOLIDATION,C,5200,14.65,0,0.16,N,4.0,0,0
23.0,35000,RENT,0.0,DEBTCONSOLIDATION,C,5200,13.92,0,0.15,N,2.0,0,0
22.0,36850,RENT,3.0,EDUCATION,B,5200,12.42,0,0.14,N,4.0,0,0
25.0,38000,RENT,5.0,DEBTCONSOLIDATION,B,5200,10.74,0,0.14,N,3.0,0,0
23.0,38000,RENT,1.0,MEDICAL,A,5200,7.88,0,0.14,N,3.0,0,0
22.0,46000,MORTGAGE,6.0,EDUCATION,C,6000,12.68,0,0.13,Y,4.0,0,0
23.0,24000,RENT,3.0,EDUCATION,A,5250,7.66,1,0.22,N,3.0,0,0
24.0,46000,MORTGAGE,8.0,MEDICAL,A,2000,7.66,0,0.04,N,2.0,0,0
22.0,46000,MORTGAGE,6.0,PERSONAL,B,4000,10.37,0,0.09,N,2.0,0,0
23.0,45000,RENT,3.0,MEDICAL,B,5275,10.39,0,0.12,N,2.0,0,0
24.0,57600,RENT,3.0,PERSONAL,C,5275,13.49,0,0.09,Y,2.0,0,0
23.0,46000,MORTGAGE,2.0,MEDICAL,B,10000,10.36,0,0.22,N,3.0,0,0
23.0,23340,RENT,8.0,EDUCATION,A,5300,7.9,0,0.23,N,3.0,0,0
22.0,24996,RENT,4.0,PERSONAL,C,5300,15.23,0,0.21,Y,4.0,0,0
24.0,46000,MORTGAGE,5.0,EDUCATION,B,10000,9.99,0,0.22,N,2.0,0,0
25.0,26400,RENT,5.0,EDUCATION,A,5300,8.49,0,0.2,N,3.0,0,0
23.0,46000,MORTGAGE,-1.0,MEDICAL,A,3000,7.88,0,0.07,N,3.0,1,0
24.0,28800,RENT,0.0,MEDICAL,C,5300,15.27,0,0.18,N,3.0,0,0
25.0,30000,RENT,1.0,EDUCATION,C,5300,15.27,0,0.18,N,3.0,0,0
22.0,30000,RENT,2.0,EDUCATION,E,5300,17.99,1,0.18,Y,4.0,0,0
24.0,30000,RENT,3.0,MEDICAL,D,5300,15.28,1,0.18,Y,3.0,0,0
25.0,46000,MORTGAGE,5.0,EDUCATION,B,23125,10.25,0,0.44000000000000006,N,4.0,0,0
21.0,47000,RENT,1.0,MEDICAL,A,5300,7.66,0,0.11,N,2.0,0,0
22.0,50004,RENT,5.0,PERSONAL,D,5300,14.42,0,0.11,Y,2.0,0,0
22.0,65000,RENT,3.0,EDUCATION,A,5300,6.62,0,0.08,N,3.0,0,0
25.0,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,15000,11.36,1,0.38,N,2.0,0,0
21.0,22000,RENT,-1.0,PERSONAL,B,5325,12.42,1,0.24,N,3.0,1,0
21.0,32000,RENT,5.0,PERSONAL,C,5325,14.27,0,0.17,Y,3.0,0,0
23.0,46000,OWN,6.0,EDUCATION,B,8000,11.48,0,0.17,N,4.0,0,0
24.0,24000,RENT,0.0,MEDICAL,B,5375,10.99,0,0.22,N,3.0,0,0
24.0,26000,RENT,1.0,MEDICAL,C,5375,13.47,0,0.21,Y,4.0,0,0
24.0,18000,RENT,3.0,MEDICAL,D,5400,15.99,1,0.3,Y,3.0,0,0
22.0,18000,RENT,2.0,DEBTCONSOLIDATION,C,5400,15.23,1,0.3,N,4.0,0,0
25.0,46000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,8600,10.99,0,0.19,N,2.0,0,1
22.0,46000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,7.68,0,0.13,N,2.0,0,0
23.0,21600,RENT,0.0,MEDICAL,C,5400,10.99,0,0.25,Y,4.0,0,1
26.0,24000,RENT,3.0,EDUCATION,B,5400,11.49,0,0.23,N,3.0,0,0
26.0,25300,RENT,2.0,HOMEIMPROVEMENT,D,5400,16.02,1,0.21,Y,2.0,0,0
21.0,46000,OWN,5.0,VENTURE,D,10000,14.74,0,0.22,Y,3.0,0,0
23.0,26400,RENT,7.0,EDUCATION,B,5400,10.38,0,0.2,N,2.0,0,0
21.0,46002,MORTGAGE,4.0,VENTURE,D,4000,10.99,0,0.09,Y,3.0,0,1
26.0,30000,RENT,3.0,PERSONAL,B,5400,10.0,0,0.18,N,4.0,0,0
22.0,32000,RENT,1.0,PERSONAL,D,5400,16.29,1,0.17,N,2.0,0,0
26.0,33600,RENT,0.0,PERSONAL,A,5400,10.99,0,0.16,N,4.0,0,1
23.0,35000,RENT,7.0,PERSONAL,B,5400,10.59,0,0.15,N,2.0,0,0
23.0,46113,MORTGAGE,4.0,PERSONAL,D,9000,15.99,0,0.2,Y,4.0,0,0
25.0,46116,MORTGAGE,9.0,DEBTCONSOLIDATION,C,10000,11.03,0,0.22,N,3.0,0,0
25.0,46144,MORTGAGE,9.0,EDUCATION,A,1500,7.49,0,0.03,N,2.0,0,0
23.0,35000,RENT,5.0,MEDICAL,C,5400,12.84,0,0.15,N,4.0,0,0
26.0,36000,RENT,-1.0,VENTURE,A,5400,8.9,0,0.15,N,2.0,1,0
22.0,45000,RENT,4.0,EDUCATION,A,5400,7.29,0,0.12,N,2.0,0,0
25.0,54000,RENT,9.0,EDUCATION,A,5400,7.88,0,0.1,N,3.0,0,0
23.0,55000,RENT,3.0,VENTURE,B,5400,11.99,0,0.1,N,2.0,0,0
24.0,46325,MORTGAGE,6.0,MEDICAL,A,3600,7.68,0,0.08,N,4.0,0,0
22.0,57500,RENT,4.0,MEDICAL,A,5400,5.42,0,0.09,N,4.0,0,0
25.0,46350,MORTGAGE,0.0,VENTURE,B,9750,10.0,0,0.21,N,3.0,0,0
23.0,46394,MORTGAGE,7.0,MEDICAL,C,15000,13.47,0,0.32,N,2.0,0,0
23.0,60000,RENT,4.0,MEDICAL,A,5400,7.49,0,0.09,N,3.0,0,0
23.0,63000,RENT,3.0,VENTURE,D,5400,14.54,0,0.09,N,2.0,0,0
23.0,46450,MORTGAGE,6.0,EDUCATION,A,10000,5.42,0,0.22,N,2.0,0,0
26.0,46464,MORTGAGE,1.0,VENTURE,B,15000,12.21,0,0.32,N,3.0,0,0
22.0,58617,RENT,6.0,MEDICAL,D,5400,15.21,1,0.09,N,2.0,0,0
22.0,46500,MORTGAGE,3.0,VENTURE,A,13000,7.29,0,0.28,N,3.0,0,0
22.0,69108,RENT,2.0,PERSONAL,E,5400,15.95,1,0.08,Y,2.0,0,0
24.0,112000,RENT,5.0,DEBTCONSOLIDATION,C,5400,15.27,0,0.05,Y,4.0,0,0
22.0,22718,RENT,3.0,EDUCATION,B,5425,11.99,0,0.24,N,2.0,0,0
23.0,46500,OWN,2.0,DEBTCONSOLIDATION,D,6000,10.99,0,0.13,Y,2.0,0,1
22.0,46500,MORTGAGE,1.0,EDUCATION,B,4000,10.62,0,0.09,N,3.0,0,0
24.0,40500,MORTGAGE,8.0,DEBTCONSOLIDATION,B,8500,10.99,1,0.21,N,3.0,0,0
21.0,46500,MORTGAGE,5.0,EDUCATION,D,1300,14.96,0,0.03,N,2.0,0,0
26.0,83004,RENT,7.0,EDUCATION,A,5450,7.9,0,0.07,N,4.0,0,0
24.0,46500,MORTGAGE,0.0,HOMEIMPROVEMENT,C,16000,12.53,0,0.34,Y,3.0,0,0
22.0,46500,MORTGAGE,1.0,EDUCATION,B,12000,12.21,0,0.26,N,3.0,0,0
23.0,46551,MORTGAGE,7.0,VENTURE,B,15000,10.62,0,0.32,N,4.0,0,0
22.0,12000,RENT,5.0,EDUCATION,B,5500,10.36,1,0.44000000000000006,N,4.0,0,0
21.0,14400,RENT,4.0,MEDICAL,B,5500,11.48,1,0.38,N,3.0,0,0
21.0,15192,RENT,4.0,PERSONAL,C,5500,13.11,1,0.36,Y,3.0,0,0
26.0,15436,RENT,-1.0,DEBTCONSOLIDATION,A,5500,7.88,1,0.36,N,3.0,1,0
25.0,18000,RENT,1.0,PERSONAL,B,5500,11.71,1,0.31,N,2.0,0,0
23.0,19136,RENT,4.0,EDUCATION,E,5500,17.93,1,0.29,Y,3.0,0,0
23.0,46776,OWN,7.0,DEBTCONSOLIDATION,D,15000,13.24,0,0.32,N,4.0,0,0
25.0,40800,OWN,5.0,HOMEIMPROVEMENT,E,7000,19.03,1,0.17,N,4.0,0,0
26.0,46800,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12725,12.42,0,0.27,N,2.0,0,0
23.0,46800,MORTGAGE,-1.0,PERSONAL,A,5000,6.99,0,0.11,N,2.0,1,0
23.0,20400,RENT,5.0,VENTURE,D,5500,10.99,0,0.27,Y,2.0,0,1
24.0,46800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,6.99,0,0.26,N,2.0,0,0
23.0,21600,RENT,3.0,EDUCATION,B,5500,9.25,0,0.25,N,4.0,0,0
26.0,46800,MORTGAGE,-1.0,HOMEIMPROVEMENT,D,6000,14.91,0,0.13,N,2.0,1,0
23.0,46800,OWN,7.0,VENTURE,C,9000,10.99,0,0.19,Y,4.0,0,1
22.0,46800,MORTGAGE,4.0,MEDICAL,A,3600,7.14,0,0.08,N,3.0,0,0
21.0,21700,RENT,2.0,HOMEIMPROVEMENT,D,5500,14.91,1,0.25,N,2.0,0,0
23.0,22000,RENT,1.0,EDUCATION,C,5500,13.04,0,0.25,N,4.0,0,0
24.0,23000,RENT,4.0,MEDICAL,A,5500,6.54,0,0.24,N,3.0,0,0
21.0,46800,MORTGAGE,-1.0,DEBTCONSOLIDATION,A,5000,7.51,0,0.11,N,3.0,1,0
22.0,23004,RENT,3.0,PERSONAL,A,5500,5.79,0,0.24,N,3.0,0,0
22.0,46800,OWN,4.0,EDUCATION,A,11500,7.51,0,0.25,N,4.0,0,0
